postal_code,locality,municipality_code,municipality_name
10004,Stockholm,0180,Stockholms kommun
10012,Stockholm,0180,Stockholms kommun
10019,Stockholm,0180,Stockholms kommun
10026,Stockholm,0180,Stockholms kommun
10028,Stockholm,0180,Stockholms kommun
10029,Stockholm,0180,Stockholms kommun
10031,Stockholm,0180,Stockholms kommun
10040,Stockholm,0180,Stockholms kommun
10041,Stockholm,0180,Stockholms kommun
10044,Stockholm,0180,Stockholms kommun
10052,Stockholm,0180,Stockholms kommun
10054,Stockholm,0180,Stockholms kommun
10055,Stockholm,0180,Stockholms kommun
10061,Stockholm,0180,Stockholms kommun
10064,Stockholm,0180,Stockholms kommun
10073,Stockholm,0180,Stockholms kommun
10074,Stockholm,0180,Stockholms kommun
10101,Stockholm,0180,Stockholms kommun
10110,Stockholm,0180,Stockholms kommun
10121,Stockholm,0180,Stockholms kommun
10122,Stockholm,0180,Stockholms kommun
10123,Stockholm,0180,Stockholms kommun
10124,Stockholm,0180,Stockholms kommun
10125,Stockholm,0180,Stockholms kommun
10126,Stockholm,0180,Stockholms kommun
10127,Stockholm,0180,Stockholms kommun
10128,Stockholm,0180,Stockholms kommun
10129,Stockholm,0180,Stockholms kommun
10130,Stockholm,0180,Stockholms kommun
10131,Stockholm,0180,Stockholms kommun
10132,Stockholm,0180,Stockholms kommun
10133,Stockholm,0180,Stockholms kommun
10134,Stockholm,0180,Stockholms kommun
10135,Stockholm,0180,Stockholms kommun
10136,Stockholm,0180,Stockholms kommun
10137,Stockholm,0180,Stockholms kommun
10138,Stockholm,0180,Stockholms kommun
10139,Stockholm,0180,Stockholms kommun
10153,Stockholm,0180,Stockholms kommun
10154,Stockholm,0180,Stockholms kommun
10155,Stockholm,0180,Stockholms kommun
10156,Stockholm,0180,Stockholms kommun
10158,Stockholm,0180,Stockholms kommun
10159,Stockholm,0180,Stockholms kommun
10204,Stockholm,0180,Stockholms kommun
10214,Stockholm,0180,Stockholms kommun
10215,Stockholm,0180,Stockholms kommun
10216,Stockholm,0180,Stockholms kommun
10217,Stockholm,0180,Stockholms kommun
10220,Stockholm,0180,Stockholms kommun
10221,Stockholm,0180,Stockholms kommun
10222,Stockholm,0180,Stockholms kommun
10223,Stockholm,0180,Stockholms kommun
10224,Stockholm,0180,Stockholms kommun
10225,Stockholm,0180,Stockholms kommun
10226,Stockholm,0180,Stockholms kommun
10227,Stockholm,0180,Stockholms kommun
10228,Stockholm,0180,Stockholms kommun
10229,Stockholm,0180,Stockholms kommun
10230,Stockholm,0180,Stockholms kommun
10231,Stockholm,0180,Stockholms kommun
10232,Stockholm,0180,Stockholms kommun
10233,Stockholm,0180,Stockholms kommun
10234,Stockholm,0180,Stockholms kommun
10235,Stockholm,0180,Stockholms kommun
10239,Stockholm,0180,Stockholms kommun
10240,Stockholm,0180,Stockholms kommun
10241,Stockholm,0180,Stockholms kommun
10242,Stockholm,0180,Stockholms kommun
10243,Stockholm,0180,Stockholms kommun
10245,Stockholm,0180,Stockholms kommun
10246,Stockholm,0180,Stockholms kommun
10247,Stockholm,0180,Stockholms kommun
10248,Stockholm,0180,Stockholms kommun
10249,Stockholm,0180,Stockholms kommun
10250,Stockholm,0180,Stockholms kommun
10251,Stockholm,0180,Stockholms kommun
10252,Stockholm,0180,Stockholms kommun
10253,Stockholm,0180,Stockholms kommun
10260,Stockholm,0180,Stockholms kommun
10261,Stockholm,0180,Stockholms kommun
10262,Stockholm,0180,Stockholms kommun
10263,Stockholm,0180,Stockholms kommun
10264,Stockholm,0180,Stockholms kommun
10265,Stockholm,0180,Stockholms kommun
10266,Stockholm,0180,Stockholms kommun
10267,Stockholm,0180,Stockholms kommun
10268,Stockholm,0180,Stockholms kommun
10269,Stockholm,0180,Stockholms kommun
10270,Stockholm,0180,Stockholms kommun
10272,Stockholm,0180,Stockholms kommun
10273,Stockholm,0180,Stockholms kommun
10301,Stockholm,0180,Stockholms kommun
10302,Stockholm,0180,Stockholms kommun
10303,Stockholm,0180,Stockholms kommun
10310,Stockholm,0180,Stockholms kommun
10311,Stockholm,0180,Stockholms kommun
10312,Stockholm,0180,Stockholms kommun
10313,Stockholm,0180,Stockholms kommun
10314,Stockholm,0180,Stockholms kommun
10315,Stockholm,0180,Stockholms kommun
10316,Stockholm,0180,Stockholms kommun
10317,Stockholm,0180,Stockholms kommun
10318,Stockholm,0180,Stockholms kommun
10320,Stockholm,0180,Stockholms kommun
10321,Stockholm,0180,Stockholms kommun
10322,Stockholm,0180,Stockholms kommun
10323,Stockholm,0180,Stockholms kommun
10324,Stockholm,0180,Stockholms kommun
10325,Stockholm,0180,Stockholms kommun
10326,Stockholm,0180,Stockholms kommun
10327,Stockholm,0180,Stockholms kommun
10329,Stockholm,0180,Stockholms kommun
10332,Stockholm,0180,Stockholms kommun
10333,Stockholm,0180,Stockholms kommun
10334,Stockholm,0180,Stockholms kommun
10335,Stockholm,0180,Stockholms kommun
10336,Stockholm,0180,Stockholms kommun
10337,Stockholm,0180,Stockholms kommun
10338,Stockholm,0180,Stockholms kommun
10339,Stockholm,0180,Stockholms kommun
10351,Stockholm,0180,Stockholms kommun
10355,Stockholm,0180,Stockholms kommun
10359,Stockholm,0180,Stockholms kommun
10360,Stockholm,0180,Stockholms kommun
10361,Stockholm,0180,Stockholms kommun
10362,Stockholm,0180,Stockholms kommun
10363,Stockholm,0180,Stockholms kommun
10364,Stockholm,0180,Stockholms kommun
10365,Stockholm,0180,Stockholms kommun
10366,Stockholm,0180,Stockholms kommun
10367,Stockholm,0180,Stockholms kommun
10368,Stockholm,0180,Stockholms kommun
10369,Stockholm,0180,Stockholms kommun
10370,Stockholm,0180,Stockholms kommun
10371,Stockholm,0180,Stockholms kommun
10373,Stockholm,0180,Stockholms kommun
10374,Stockholm,0180,Stockholms kommun
10375,Stockholm,0180,Stockholms kommun
10376,Stockholm,0180,Stockholms kommun
10377,Stockholm,0180,Stockholms kommun
10380,Stockholm,0180,Stockholms kommun
10382,Stockholm,0180,Stockholms kommun
10383,Stockholm,0180,Stockholms kommun
10384,Stockholm,0180,Stockholms kommun
10385,Stockholm,0180,Stockholms kommun
10386,Stockholm,0180,Stockholms kommun
10387,Stockholm,0180,Stockholms kommun
10388,Stockholm,0180,Stockholms kommun
10389,Stockholm,0180,Stockholms kommun
10390,Stockholm,0180,Stockholms kommun
10391,Stockholm,0180,Stockholms kommun
10392,Stockholm,0180,Stockholms kommun
10393,Stockholm,0180,Stockholms kommun
10394,Stockholm,0180,Stockholms kommun
10395,Stockholm,0180,Stockholms kommun
10396,Stockholm,0180,Stockholms kommun
10397,Stockholm,0180,Stockholms kommun
10398,Stockholm,0180,Stockholms kommun
10399,Stockholm,0180,Stockholms kommun
10405,Stockholm,0180,Stockholms kommun
10420,Stockholm,0180,Stockholms kommun
10422,Stockholm,0180,Stockholms kommun
10425,Stockholm,0180,Stockholms kommun
10430,Stockholm,0180,Stockholms kommun
10431,Stockholm,0180,Stockholms kommun
10432,Stockholm,0180,Stockholms kommun
10435,Stockholm,0180,Stockholms kommun
10440,Stockholm,0180,Stockholms kommun
10441,Stockholm,0180,Stockholms kommun
10450,Stockholm,0180,Stockholms kommun
10451,Stockholm,0180,Stockholms kommun
10455,Stockholm,0180,Stockholms kommun
10460,Stockholm,0180,Stockholms kommun
10462,Stockholm,0180,Stockholms kommun
10465,Stockholm,0180,Stockholms kommun
10500,Stockholm,0180,Stockholms kommun
10505,Stockholm,0180,Stockholms kommun
10506,Stockholm,0180,Stockholms kommun
10507,Stockholm,0180,Stockholms kommun
10509,Stockholm,0180,Stockholms kommun
10510,Stockholm,0180,Stockholms kommun
10511,Stockholm,0180,Stockholms kommun
10515,Stockholm,0180,Stockholms kommun
10516,Stockholm,0180,Stockholms kommun
10517,Stockholm,0180,Stockholms kommun
10518,Stockholm,0180,Stockholms kommun
10519,Stockholm,0180,Stockholms kommun
10520,Stockholm,0180,Stockholms kommun
10521,Stockholm,0180,Stockholms kommun
10522,Stockholm,0180,Stockholms kommun
10523,Stockholm,0180,Stockholms kommun
10524,Stockholm,0180,Stockholms kommun
10525,Stockholm,0180,Stockholms kommun
10530,Stockholm,0180,Stockholms kommun
10531,Stockholm,0180,Stockholms kommun
10532,Stockholm,0180,Stockholms kommun
10533,Stockholm,0180,Stockholms kommun
10534,Stockholm,0180,Stockholms kommun
10535,Stockholm,0180,Stockholms kommun
10536,Stockholm,0180,Stockholms kommun
10539,Stockholm,0180,Stockholms kommun
10540,Stockholm,0180,Stockholms kommun
10544,Stockholm,0180,Stockholms kommun
10545,Stockholm,0180,Stockholms kommun
10546,Stockholm,0180,Stockholms kommun
10547,Stockholm,0180,Stockholms kommun
10549,Stockholm,0180,Stockholms kommun
10550,Stockholm,0180,Stockholms kommun
10553,Stockholm,0180,Stockholms kommun
10560,Stockholm,0180,Stockholms kommun
10561,Stockholm,0180,Stockholms kommun
10569,Stockholm,0180,Stockholms kommun
10570,Stockholm,0180,Stockholms kommun
10571,Stockholm,0180,Stockholms kommun
10573,Stockholm,0180,Stockholms kommun
10578,Stockholm,0180,Stockholms kommun
10580,Stockholm,0180,Stockholms kommun
10581,Stockholm,0180,Stockholms kommun
10582,Stockholm,0180,Stockholms kommun
10583,Stockholm,0180,Stockholms kommun
10588,Stockholm,0180,Stockholms kommun
10599,Stockholm,0180,Stockholms kommun
10600,Stockholm,0180,Stockholms kommun
10610,Stockholm,0180,Stockholms kommun
10611,Stockholm,0180,Stockholms kommun
10612,Stockholm,0180,Stockholms kommun
10614,Stockholm,0180,Stockholms kommun
10618,Stockholm,0180,Stockholms kommun
10620,Stockholm,0180,Stockholms kommun
10626,Stockholm,0180,Stockholms kommun
10627,Stockholm,0180,Stockholms kommun
10630,Stockholm,0180,Stockholms kommun
10631,Stockholm,0180,Stockholms kommun
10632,Stockholm,0180,Stockholms kommun
10635,Stockholm,0180,Stockholms kommun
10636,Stockholm,0180,Stockholms kommun
10637,Stockholm,0180,Stockholms kommun
10638,Stockholm,0180,Stockholms kommun
10640,Stockholm,0180,Stockholms kommun
10642,Stockholm,0180,Stockholms kommun
10643,Stockholm,0180,Stockholms kommun
10644,Stockholm,0180,Stockholms kommun
10645,Stockholm,0180,Stockholms kommun
10647,Stockholm,0180,Stockholms kommun
10648,Stockholm,0180,Stockholms kommun
10650,Stockholm,0180,Stockholms kommun
10653,Stockholm,0180,Stockholms kommun
10655,Stockholm,0180,Stockholms kommun
10656,Stockholm,0180,Stockholms kommun
10657,Stockholm,0180,Stockholms kommun
10660,Stockholm,0180,Stockholms kommun
10663,Stockholm,0180,Stockholms kommun
10665,Stockholm,0180,Stockholms kommun
10666,Stockholm,0180,Stockholms kommun
10667,Stockholm,0180,Stockholms kommun
10670,Stockholm,0180,Stockholms kommun
10675,Stockholm,0180,Stockholms kommun
10677,Stockholm,0180,Stockholms kommun
10678,Stockholm,0180,Stockholms kommun
10680,Stockholm,0180,Stockholms kommun
10682,Stockholm,0180,Stockholms kommun
10685,Stockholm,0180,Stockholms kommun
10688,Stockholm,0180,Stockholms kommun
10691,Stockholm,0180,Stockholms kommun
10700,Stockholm,0180,Stockholms kommun
10722,Stockholm,0180,Stockholms kommun
10723,Stockholm,0180,Stockholms kommun
10724,Stockholm,0180,Stockholms kommun
10725,Stockholm,0180,Stockholms kommun
10726,Stockholm,0180,Stockholms kommun
10767,Stockholm,0180,Stockholms kommun
10768,Stockholm,0180,Stockholms kommun
10769,Stockholm,0180,Stockholms kommun
10770,Stockholm,0180,Stockholms kommun
10772,Stockholm,0180,Stockholms kommun
10776,Stockholm,0180,Stockholms kommun
10777,Stockholm,0180,Stockholms kommun
10781,Stockholm,0180,Stockholms kommun
10782,Stockholm,0180,Stockholms kommun
10786,Stockholm,0180,Stockholms kommun
10788,Stockholm,0180,Stockholms kommun
10790,Stockholm,0180,Stockholms kommun
10791,Stockholm,0180,Stockholms kommun
10795,Stockholm,0180,Stockholms kommun
10796,Stockholm,0180,Stockholms kommun
10900,Stockholm,0180,Stockholms kommun
10902,Stockholm,0180,Stockholms kommun
10912,Stockholm,0180,Stockholms kommun
10915,Stockholm,0180,Stockholms kommun
10916,Stockholm,0180,Stockholms kommun
10917,Stockholm,0180,Stockholms kommun
10918,Stockholm,0180,Stockholms kommun
10919,Stockholm,0180,Stockholms kommun
10920,Stockholm,0180,Stockholms kommun
10921,Stockholm,0180,Stockholms kommun
10922,Stockholm,0180,Stockholms kommun
10923,Stockholm,0180,Stockholms kommun
10924,Stockholm,0180,Stockholms kommun
10925,Stockholm,0180,Stockholms kommun
10927,Stockholm,0180,Stockholms kommun
10929,Stockholm,0180,Stockholms kommun
10930,Stockholm,0180,Stockholms kommun
10931,Stockholm,0180,Stockholms kommun
10932,Stockholm,0180,Stockholms kommun
10933,Stockholm,0180,Stockholms kommun
10934,Stockholm,0180,Stockholms kommun
10935,Stockholm,0180,Stockholms kommun
10936,Stockholm,0180,Stockholms kommun
10937,Stockholm,0180,Stockholms kommun
10938,Stockholm,0180,Stockholms kommun
10939,Stockholm,0180,Stockholms kommun
10940,Stockholm,0180,Stockholms kommun
10941,Stockholm,0180,Stockholms kommun
10942,Stockholm,0180,Stockholms kommun
10943,Stockholm,0180,Stockholms kommun
10944,Stockholm,0180,Stockholms kommun
10945,Stockholm,0180,Stockholms kommun
10946,Stockholm,0180,Stockholms kommun
10947,Stockholm,0180,Stockholms kommun
10949,Stockholm,0180,Stockholms kommun
10950,Stockholm,0180,Stockholms kommun
10952,Stockholm,0180,Stockholms kommun
10953,Stockholm,0180,Stockholms kommun
10955,Stockholm,0180,Stockholms kommun
10958,Stockholm,0180,Stockholms kommun
10960,Stockholm,0180,Stockholms kommun
10964,Stockholm,0180,Stockholms kommun
10970,Stockholm,0180,Stockholms kommun
10972,Stockholm,0180,Stockholms kommun
10973,Stockholm,0180,Stockholms kommun
10978,Stockholm,0180,Stockholms kommun
10979,Stockholm,0180,Stockholms kommun
10980,Stockholm,0180,Stockholms kommun
10981,Stockholm,0180,Stockholms kommun
10982,Stockholm,0180,Stockholms kommun
10983,Stockholm,0180,Stockholms kommun
10984,Stockholm,0180,Stockholms kommun
10985,Stockholm,0180,Stockholms kommun
11000,Stockholm,0180,Stockholms kommun
11001,Stockholm,0180,Stockholms kommun
11002,Stockholm,0180,Stockholms kommun
11003,Stockholm,0180,Stockholms kommun
11004,Stockholm,0180,Stockholms kommun
11005,Stockholm,0180,Stockholms kommun
11006,Stockholm,0180,Stockholms kommun
11007,Stockholm,0180,Stockholms kommun
11008,Stockholm,0180,Stockholms kommun
11009,Stockholm,0180,Stockholms kommun
11010,Stockholm,0180,Stockholms kommun
11012,Stockholm,0180,Stockholms kommun
11015,Stockholm,0180,Stockholms kommun
11016,Stockholm,0180,Stockholms kommun
11017,Stockholm,0180,Stockholms kommun
11019,Stockholm,0180,Stockholms kommun
11022,Stockholm,0180,Stockholms kommun
11023,Stockholm,0180,Stockholms kommun
11026,Stockholm,0180,Stockholms kommun
11027,Stockholm,0180,Stockholms kommun
11030,Stockholm,0180,Stockholms kommun
11034,Stockholm,0180,Stockholms kommun
11043,Stockholm,0180,Stockholms kommun
11045,Stockholm,0180,Stockholms kommun
11050,Stockholm,0180,Stockholms kommun
11052,Stockholm,0180,Stockholms kommun
11053,Stockholm,0180,Stockholms kommun
11054,Stockholm,0180,Stockholms kommun
11055,Stockholm,0180,Stockholms kommun
11056,Stockholm,0180,Stockholms kommun
11058,Stockholm,0180,Stockholms kommun
11060,Stockholm,0180,Stockholms kommun
11077,Stockholm,0180,Stockholms kommun
11088,Stockholm,0180,Stockholms kommun
11090,Stockholm,0180,Stockholms kommun
11101,Stockholm,0180,Stockholms kommun
11102,Stockholm,0180,Stockholms kommun
11120,Stockholm,0180,Stockholms kommun
11121,Stockholm,0180,Stockholms kommun
11122,Stockholm,0180,Stockholms kommun
11123,Stockholm,0180,Stockholms kommun
11124,Stockholm,0180,Stockholms kommun
11127,Stockholm,0180,Stockholms kommun
11128,Stockholm,0180,Stockholms kommun
11129,Stockholm,0180,Stockholms kommun
11130,Stockholm,0180,Stockholms kommun
11131,Stockholm,0180,Stockholms kommun
11134,Stockholm,0180,Stockholms kommun
11135,Stockholm,0180,Stockholms kommun
11136,Stockholm,0180,Stockholms kommun
11137,Stockholm,0180,Stockholms kommun
11138,Stockholm,0180,Stockholms kommun
11139,Stockholm,0180,Stockholms kommun
11140,Stockholm,0180,Stockholms kommun
11143,Stockholm,0180,Stockholms kommun
11144,Stockholm,0180,Stockholms kommun
11145,Stockholm,0180,Stockholms kommun
11146,Stockholm,0180,Stockholms kommun
11147,Stockholm,0180,Stockholms kommun
11148,Stockholm,0180,Stockholms kommun
11151,Stockholm,0180,Stockholms kommun
11152,Stockholm,0180,Stockholms kommun
11153,Stockholm,0180,Stockholms kommun
11156,Stockholm,0180,Stockholms kommun
11157,Stockholm,0180,Stockholms kommun
11160,Stockholm,0180,Stockholms kommun
11161,Stockholm,0180,Stockholms kommun
11173,Stockholm,0180,Stockholms kommun
11174,Stockholm,0180,Stockholms kommun
11175,Stockholm,0180,Stockholms kommun
11176,Stockholm,0180,Stockholms kommun
11177,Stockholm,0180,Stockholms kommun
11181,Stockholm,0180,Stockholms kommun
11182,Stockholm,0180,Stockholms kommun
11183,Stockholm,0180,Stockholms kommun
11184,Stockholm,0180,Stockholms kommun
11186,Stockholm,0180,Stockholms kommun
11187,Stockholm,0180,Stockholms kommun
11191,Stockholm,0180,Stockholms kommun
11193,Stockholm,0180,Stockholms kommun
11196,Stockholm,0180,Stockholms kommun
11201,Stockholm,0180,Stockholms kommun
11202,Stockholm,0180,Stockholms kommun
11213,Stockholm,0180,Stockholms kommun
11214,Stockholm,0180,Stockholms kommun
11215,Stockholm,0180,Stockholms kommun
11216,Stockholm,0180,Stockholms kommun
11217,Stockholm,0180,Stockholms kommun
11218,Stockholm,0180,Stockholms kommun
11219,Stockholm,0180,Stockholms kommun
11220,Stockholm,0180,Stockholms kommun
11221,Stockholm,0180,Stockholms kommun
11222,Stockholm,0180,Stockholms kommun
11223,Stockholm,0180,Stockholms kommun
11224,Stockholm,0180,Stockholms kommun
11226,Stockholm,0180,Stockholms kommun
11227,Stockholm,0180,Stockholms kommun
11228,Stockholm,0180,Stockholms kommun
11229,Stockholm,0180,Stockholms kommun
11230,Stockholm,0180,Stockholms kommun
11231,Stockholm,0180,Stockholms kommun
11232,Stockholm,0180,Stockholms kommun
11233,Stockholm,0180,Stockholms kommun
11234,Stockholm,0180,Stockholms kommun
11235,Stockholm,0180,Stockholms kommun
11236,Stockholm,0180,Stockholms kommun
11237,Stockholm,0180,Stockholms kommun
11238,Stockholm,0180,Stockholms kommun
11239,Stockholm,0180,Stockholms kommun
11240,Stockholm,0180,Stockholms kommun
11241,Stockholm,0180,Stockholms kommun
11242,Stockholm,0180,Stockholms kommun
11243,Stockholm,0180,Stockholms kommun
11245,Stockholm,0180,Stockholms kommun
11246,Stockholm,0180,Stockholms kommun
11247,Stockholm,0180,Stockholms kommun
11248,Stockholm,0180,Stockholms kommun
11249,Stockholm,0180,Stockholms kommun
11250,Stockholm,0180,Stockholms kommun
11251,Stockholm,0180,Stockholms kommun
11252,Stockholm,0180,Stockholms kommun
11253,Stockholm,0180,Stockholms kommun
11254,Stockholm,0180,Stockholms kommun
11255,Stockholm,0180,Stockholms kommun
11256,Stockholm,0180,Stockholms kommun
11257,Stockholm,0180,Stockholms kommun
11258,Stockholm,0180,Stockholms kommun
11259,Stockholm,0180,Stockholms kommun
11260,Stockholm,0180,Stockholms kommun
11261,Stockholm,0180,Stockholms kommun
11262,Stockholm,0180,Stockholms kommun
11263,Stockholm,0180,Stockholms kommun
11264,Stockholm,0180,Stockholms kommun
11265,Stockholm,0180,Stockholms kommun
11266,Stockholm,0180,Stockholms kommun
11267,Stockholm,0180,Stockholms kommun
11268,Stockholm,0180,Stockholms kommun
11269,Stockholm,0180,Stockholms kommun
11273,Stockholm,0180,Stockholms kommun
11274,Stockholm,0180,Stockholms kommun
11275,Stockholm,0180,Stockholms kommun
11276,Stockholm,0180,Stockholms kommun
11277,Stockholm,0180,Stockholms kommun
11278,Stockholm,0180,Stockholms kommun
11279,Stockholm,0180,Stockholms kommun
11280,Stockholm,0180,Stockholms kommun
11281,Stockholm,0180,Stockholms kommun
11282,Stockholm,0180,Stockholms kommun
11284,Stockholm,0180,Stockholms kommun
11287,Stockholm,0180,Stockholms kommun
11288,Stockholm,0180,Stockholms kommun
11289,Stockholm,0180,Stockholms kommun
11292,Stockholm,0180,Stockholms kommun
11293,Stockholm,0180,Stockholms kommun
11294,Stockholm,0180,Stockholms kommun
11296,Stockholm,0180,Stockholms kommun
11297,Stockholm,0180,Stockholms kommun
11298,Stockholm,0180,Stockholms kommun
11301,Stockholm,0180,Stockholms kommun
11320,Stockholm,0180,Stockholms kommun
11321,Stockholm,0180,Stockholms kommun
11322,Stockholm,0180,Stockholms kommun
11323,Stockholm,0180,Stockholms kommun
11324,Stockholm,0180,Stockholms kommun
11325,Stockholm,0180,Stockholms kommun
11326,Stockholm,0180,Stockholms kommun
11327,Stockholm,0180,Stockholms kommun
11328,Stockholm,0180,Stockholms kommun
11329,Stockholm,0180,Stockholms kommun
11330,Stockholm,0180,Stockholms kommun
11331,Stockholm,0180,Stockholms kommun
11332,Stockholm,0180,Stockholms kommun
11333,Stockholm,0180,Stockholms kommun
11334,Stockholm,0180,Stockholms kommun
11335,Stockholm,0180,Stockholms kommun
11336,Stockholm,0180,Stockholms kommun
11337,Stockholm,0180,Stockholms kommun
11338,Stockholm,0180,Stockholms kommun
11339,Stockholm,0180,Stockholms kommun
11340,Stockholm,0180,Stockholms kommun
11341,Stockholm,0180,Stockholms kommun
11342,Stockholm,0180,Stockholms kommun
11343,Stockholm,0180,Stockholms kommun
11344,Stockholm,0180,Stockholms kommun
11345,Stockholm,0180,Stockholms kommun
11346,Stockholm,0180,Stockholms kommun
11347,Stockholm,0180,Stockholms kommun
11348,Stockholm,0180,Stockholms kommun
11349,Stockholm,0180,Stockholms kommun
11350,Stockholm,0180,Stockholms kommun
11351,Stockholm,0180,Stockholms kommun
11352,Stockholm,0180,Stockholms kommun
11353,Stockholm,0180,Stockholms kommun
11354,Stockholm,0180,Stockholms kommun
11355,Stockholm,0180,Stockholms kommun
11356,Stockholm,0180,Stockholms kommun
11357,Stockholm,0180,Stockholms kommun
11358,Stockholm,0180,Stockholms kommun
11359,Stockholm,0180,Stockholms kommun
11360,Stockholm,0180,Stockholms kommun
11361,Stockholm,0180,Stockholms kommun
11362,Stockholm,0180,Stockholms kommun
11363,Stockholm,0180,Stockholms kommun
11364,Stockholm,0180,Stockholms kommun
11365,Stockholm,0180,Stockholms kommun
11366,Stockholm,0180,Stockholms kommun
11367,Stockholm,0180,Stockholms kommun
11369,Stockholm,0180,Stockholms kommun
11376,Stockholm,0180,Stockholms kommun
11379,Stockholm,0180,Stockholms kommun
11380,Stockholm,0180,Stockholms kommun
11382,Stockholm,0180,Stockholms kommun
11383,Stockholm,0180,Stockholms kommun
11384,Stockholm,0180,Stockholms kommun
11386,Stockholm,0180,Stockholms kommun
11387,Stockholm,0180,Stockholms kommun
11388,Stockholm,0180,Stockholms kommun
11389,Stockholm,0180,Stockholms kommun
11390,Stockholm,0180,Stockholms kommun
11393,Stockholm,0180,Stockholms kommun
11394,Stockholm,0180,Stockholms kommun
11396,Stockholm,0180,Stockholms kommun
11397,Stockholm,0180,Stockholms kommun
11398,Stockholm,0180,Stockholms kommun
11399,Stockholm,0180,Stockholms kommun
11402,Stockholm,0180,Stockholms kommun
11411,Stockholm,0180,Stockholms kommun
11415,Stockholm,0180,Stockholms kommun
11416,Stockholm,0180,Stockholms kommun
11417,Stockholm,0180,Stockholms kommun
11418,Stockholm,0180,Stockholms kommun
11419,Stockholm,0180,Stockholms kommun
11420,Stockholm,0180,Stockholms kommun
11421,Stockholm,0180,Stockholms kommun
11423,Stockholm,0180,Stockholms kommun
11424,Stockholm,0180,Stockholms kommun
11425,Stockholm,0180,Stockholms kommun
11426,Stockholm,0180,Stockholms kommun
11427,Stockholm,0180,Stockholms kommun
11428,Stockholm,0180,Stockholms kommun
11429,Stockholm,0180,Stockholms kommun
11430,Stockholm,0180,Stockholms kommun
11431,Stockholm,0180,Stockholms kommun
11432,Stockholm,0180,Stockholms kommun
11433,Stockholm,0180,Stockholms kommun
11434,Stockholm,0180,Stockholms kommun
11435,Stockholm,0180,Stockholms kommun
11436,Stockholm,0180,Stockholms kommun
11437,Stockholm,0180,Stockholms kommun
11438,Stockholm,0180,Stockholms kommun
11439,Stockholm,0180,Stockholms kommun
11440,Stockholm,0180,Stockholms kommun
11441,Stockholm,0180,Stockholms kommun
11442,Stockholm,0180,Stockholms kommun
11443,Stockholm,0180,Stockholms kommun
11444,Stockholm,0180,Stockholms kommun
11445,Stockholm,0180,Stockholms kommun
11446,Stockholm,0180,Stockholms kommun
11447,Stockholm,0180,Stockholms kommun
11448,Stockholm,0180,Stockholms kommun
11449,Stockholm,0180,Stockholms kommun
11450,Stockholm,0180,Stockholms kommun
11451,Stockholm,0180,Stockholms kommun
11452,Stockholm,0180,Stockholms kommun
11453,Stockholm,0180,Stockholms kommun
11454,Stockholm,0180,Stockholms kommun
11455,Stockholm,0180,Stockholms kommun
11456,Stockholm,0180,Stockholms kommun
11457,Stockholm,0180,Stockholms kommun
11458,Stockholm,0180,Stockholms kommun
11459,Stockholm,0180,Stockholms kommun
11460,Stockholm,0180,Stockholms kommun
11473,Stockholm,0180,Stockholms kommun
11476,Stockholm,0180,Stockholms kommun
11478,Stockholm,0180,Stockholms kommun
11479,Stockholm,0180,Stockholms kommun
11480,Stockholm,0180,Stockholms kommun
11483,Stockholm,0180,Stockholms kommun
11484,Stockholm,0180,Stockholms kommun
11485,Stockholm,0180,Stockholms kommun
11486,Stockholm,0180,Stockholms kommun
11487,Stockholm,0180,Stockholms kommun
11490,Stockholm,0180,Stockholms kommun
11494,Stockholm,0180,Stockholms kommun
11497,Stockholm,0180,Stockholms kommun
11499,Stockholm,0180,Stockholms kommun
11501,Stockholm,0180,Stockholms kommun
11502,Stockholm,0180,Stockholms kommun
11520,Stockholm,0180,Stockholms kommun
11521,Stockholm,0180,Stockholms kommun
11522,Stockholm,0180,Stockholms kommun
11523,Stockholm,0180,Stockholms kommun
11524,Stockholm,0180,Stockholms kommun
11525,Stockholm,0180,Stockholms kommun
11526,Stockholm,0180,Stockholms kommun
11527,Stockholm,0180,Stockholms kommun
11528,Stockholm,0180,Stockholms kommun
11529,Stockholm,0180,Stockholms kommun
11531,Stockholm,0180,Stockholms kommun
11532,Stockholm,0180,Stockholms kommun
11533,Stockholm,0180,Stockholms kommun
11534,Stockholm,0180,Stockholms kommun
11536,Stockholm,0180,Stockholms kommun
11537,Stockholm,0180,Stockholms kommun
11538,Stockholm,0180,Stockholms kommun
11539,Stockholm,0180,Stockholms kommun
11540,Stockholm,0180,Stockholms kommun
11541,Stockholm,0180,Stockholms kommun
11542,Stockholm,0180,Stockholms kommun
11543,Stockholm,0180,Stockholms kommun
11544,Stockholm,0180,Stockholms kommun
11545,Stockholm,0180,Stockholms kommun
11546,Stockholm,0180,Stockholms kommun
11547,Stockholm,0180,Stockholms kommun
11548,Stockholm,0180,Stockholms kommun
11549,Stockholm,0180,Stockholms kommun
11550,Stockholm,0180,Stockholms kommun
11551,Stockholm,0180,Stockholms kommun
11553,Stockholm,0180,Stockholms kommun
11556,Stockholm,0180,Stockholms kommun
11557,Stockholm,0180,Stockholms kommun
11558,Stockholm,0180,Stockholms kommun
11559,Stockholm,0180,Stockholms kommun
11560,Stockholm,0180,Stockholms kommun
11571,Stockholm,0180,Stockholms kommun
11573,Stockholm,0180,Stockholms kommun
